2019-11-28 19:50:37,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",465
2019-11-28 19:50:08,b'RT @WSJ_manga: D.Gray-man (Jump SQ) reached a total of 336.841 copies (Volume 26 only).\nBoruto (V-Jump) reached a total of 600.845 copies.',75
2019-11-28 19:50:06,b'RT @WSJ_manga: Extra:\n\nDragon Ball Super (V-Jump) reached a total of 1.312.679 copies sold.\nRurouni Kenshin: Hokkaido Arc (Jump SQ) reached\xe2\x80\xa6',75
2019-11-28 19:49:14,b'@Brief_Sq What a disappointment Brief!!!!!! What the hell is wrong w yr name',276
2019-11-28 19:49:12,b'RT @_iAlyssa_: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8aResearch the Getty Museum...a 940K sq ft fireproof pedophile fortress with 12 stories underground. \n\n2 mi\xe2\x80\xa6',1133
2019-11-28 19:49:02,b'@KingJames A 30 room mansion - pick the smallest one... you know the 1500 sq foot guest room!',63
2019-11-28 19:48:58,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",22
2019-11-28 19:48:23,"b""@IndigoFast @theSNP Do me a favour and nip out and count the trees then....cos you can't fit 22m trees into 43 sq miles.""",29
2019-11-28 19:47:49,"b'RT @PettyWakandan: @clifftothemound If foil isn\'t a lid, why does every Black family have a ""Foil Aunty"" rationing out the Reynolds Wrap li\xe2\x80\xa6'",385
2019-11-28 19:47:13,"b'@RBReich alternatively, the SQ isnt sustainable...so pay for MCA, GND, Edu, &amp; child-care....or drive to extinction feeding corps'",52
2019-11-28 19:47:03,b'\xe2\x80\x98Athens Capital Hotel \xe2\x80\x93 MGallery\xe2\x80\x99 Brings Accor Hospitality to Syntagma Sq https://t.co/X5koOE3n4M https://t.co/QteBmXMxns',677
2019-11-28 19:46:49,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",372
2019-11-28 19:46:45,"b""RT @TysonCreme: Dawg we don't want to &amp; y'all know already. WTF y'all gotta tweet this every 2 days for? https://t.co/Xb3SBEZvPN""",1238
2019-11-28 19:46:36,"b""Scotland's 22m trees?\nNeeds a factcheck:\nThey planted 43sq miles = 111sq km.\nPrimary forests range from 50-100,000\xe2\x80\xa6 https://t.co/0RKo0fwPUh""",29
2019-11-28 19:46:31,"b""@sq_siya @tyengeni1954 Bugger off. It's rich priveledge and payi g people aff. It happens with all races. Get some\xe2\x80\xa6 https://t.co/TEYqBG9ouG""",77
2019-11-28 19:46:18,b'#\xed\x97\x88\xec\x98\x81\xeb\x8b\xac #\xec\x9e\xa5\xeb\x8f\x99\xec\xb2\xa0 Click to help trend\n\xe2\x91\xa0Naver #\xed\x8a\xb8\xeb\x9d\xbc\xec\x9d\xb4\xec\x95\xb5\xea\xb8\x80 https://t.co/Rd0dKBjpwK\n\xe2\x91\xa1 #\xec\x9e\xa5\xeb\x8f\x99\xec\xb2\xa0 https://t.co/ACzSmZ32v7\n\xe2\x91\xa2Daum\xe2\x80\xa6 https://t.co/Cp6aB4Q9ls',290
2019-11-28 19:46:07,b'RT @_iAlyssa_: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8aResearch the Getty Museum...a 940K sq ft fireproof pedophile fortress with 12 stories underground. \n\n2 mi\xe2\x80\xa6',5420
2019-11-28 19:45:40,b'RT @TicToc: WATCH: This @NASA visualization shows a rapid decline in Arctic Sea ice over the last 35 years.\n\nIn the 1st week of January 198\xe2\x80\xa6',405
2019-11-28 19:45:02,b'RT @_iAlyssa_: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8a\xf0\x9f\x92\x8aResearch the Getty Museum...a 940K sq ft fireproof pedophile fortress with 12 stories underground. \n\n2 mi\xe2\x80\xa6',4848
2019-11-28 19:45:01,"b'New Homes - Las Vegas, NV 89141\n$690,581 4 Beds 3 Full Baths, 1 Half Bath 3611 Sq.Ft.\xe2\x80\x9d https://t.co/6FdvAn8Qs0 or c\xe2\x80\xa6 https://t.co/ymZlIaFPGT'",16863
2019-11-28 19:44:40,b'$RMSL 0087!? 52WKHIGH 22CENTS UNSEEN UPDATE!\xf0\x9f\x92\xb8\xf0\x9f\x93\x88\xf0\x9f\x9b\x92  #STOCKS #blockchain #Crypto #bitcoin #XRP #ico #startup $TWTR\xe2\x80\xa6 https://t.co/CcjWRJ2jrf',16938
2019-11-28 19:44:29,b'@NYCTSubway Thanks @NYCTSubway. Can you please announce the outage on routes leading to Union Sq (platforms and tra\xe2\x80\xa6 https://t.co/gICvMoj3GO',124
2019-11-28 19:44:13,"b""RT @michaelgeller: I can't help but think about those homeless people who slept outside. My 2009 study for @BC_Housing proposed modular hsg\xe2\x80\xa6""",503
2019-11-28 19:44:00,"b""@Luluwendaba I'm not crying\xf0\x9f\x98\xad""",525
2019-11-28 19:43:58,b'Happy Thanksgiving! Thankful for life and my family. Enjoy your ppl! This is what life is really about.....',21476
2019-11-28 19:43:19,b'Sikh man donates 900 sq ft land for building mosque in UP\xe2\x80\x99s Muzaffarnagar https://t.co/YTS4FQYftc',958
2019-11-28 19:43:16,"b'Need a ""World Class"" performance track of Amazing Grace? Get it, and 12 other hymns - fully orchestrated, w/ backup\xe2\x80\xa6 https://t.co/vATN3pSaaJ'",21302
2019-11-28 19:43:07,"b'@IndigoFast @theSNP Needs a factcheck then:\n43sq miles = 111sq km\nForests range from 50-100,000 trees per 1 sq km.\xe2\x80\xa6 https://t.co/ljM7EUKMbI'",29
2019-11-28 19:42:56,"b""RT @adearcangelis: Tomorrow at 12, casualised ECRs working w/ UCL History are organising a teach-out entitled 'Historians and the Strike'.\xe2\x80\xa6""",6790
2019-11-28 19:42:43,"b""RT @adearcangelis: Tomorrow at 12, casualised ECRs working w/ UCL History are organising a teach-out entitled 'Historians and the Strike'.\xe2\x80\xa6""",2810
2019-11-28 19:42:07,"b'@Knitcave1 @jeremycorbyn Meanwhile magic grandpa has promised to build  100,000 council houses a year, while giving\xe2\x80\xa6 https://t.co/11JgQQsE8s'",451
2019-11-28 19:42:00,"b'RT @Istjenesten: The #Svalbard #seaice area from the ice chart for 28th Nov 2019 is 356,874 sq km. This is 19,000 sq km above the 1981-2010\xe2\x80\xa6'",109
2019-11-28 19:41:58,"b'RT @WSJ_manga: Yes, more Oricon numbers. Here comes an extra edition featuring some more Weekly Shonen Jump series and their yearly sales i\xe2\x80\xa6'",1782
2019-11-28 19:41:50,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",64
2019-11-28 19:41:33,b'RT @BlackMediaCrew: How black people leave on thanksgiving \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/Mo92XkGy1O',131
2019-11-28 19:41:30,"b""Tomorrow at 12, casualised ECRs working w/ UCL History are organising a teach-out entitled 'Historians and the Stri\xe2\x80\xa6 https://t.co/xUxMlck2Jg""",229
2019-11-28 19:40:57,b'RT @LalichMarko: Research the Getty Museum...a 940K sq ft fireproof pedophile fortress with 12 stories underground. \n\n2 million women and c\xe2\x80\xa6',66
2019-11-28 19:40:56,"b'\xf0\x9f\x91\x80Architectural Designs Ranch House Plan 61346UT | 1,900+ Sq. Ft | 3-4 Beds | 2-3 Baths |\xe2\xad\x90\n\nhttps://t.co/W5vla1a1QP\xe2\x80\xa6 https://t.co/fZk2HteVlT'",1813
2019-11-28 19:40:07,b'RT @g_christides: A recipe for disaster in #Samos #refugee camp that has 8000 ppl or 10x capacity Wooden improvised cabins are being built\xe2\x80\xa6',34
2019-11-28 19:39:58,b'How many roundabouts does this one 108 sq mile island need',1449
2019-11-28 19:39:54,"b'RT @WSJ_manga: Yes, more Oricon numbers. Here comes an extra edition featuring some more Weekly Shonen Jump series and their yearly sales i\xe2\x80\xa6'",1510
2019-11-28 19:39:46,b'@MTN180 Few weeks now. Not sure of date. Just help go through your system and do the needful. Something is wrong..',69
2019-11-28 19:39:35,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",882
2019-11-28 19:39:06,"b""RT @milinddeora: The SS-NCP-INC #CommonMinimumProgram guarantees 500 sq ft to all redeveloped low-income housing.\n\nI'd proposed this during\xe2\x80\xa6""",172
2019-11-28 19:39:05,"b""@sq_eternal can't imagine anything without you \xf0\x9f\x92\x99""",1098
2019-11-28 19:39:03,b'#astronomy Counting Stars within the Nice Sq. https://t.co/Y0pTwZIz1y https://t.co/Xd2UGWKcAR',3037
2019-11-28 19:39:01,b'RT @ck100k_: Time flies when ur neglecting uni',82
2019-11-28 19:39:00,"b'RT @PettyWakandan: @clifftothemound If foil isn\'t a lid, why does every Black family have a ""Foil Aunty"" rationing out the Reynolds Wrap li\xe2\x80\xa6'",1602
2019-11-28 19:38:58,"b""More info on the house: 4 bed / 2 ba. 2459.00 Sq Ft. Single family, built 1979, Central heating &amp; cooling! Price $280, 000. Here's some pics""",4
2019-11-28 19:38:51,"b'RT @WSJ_manga: Yes, more Oricon numbers. Here comes an extra edition featuring some more Weekly Shonen Jump series and their yearly sales i\xe2\x80\xa6'",852
2019-11-28 19:38:45,b'RT @IDA_Canada: Call to #Canada &amp; Into. Community: Stop the crime against humanity by Religious fascism ruling #Iran\n#Rally to support this\xe2\x80\xa6',218
2019-11-28 19:36:52,b'RT @Waiwera1942: @JamessReality @Drury7Drury According to Forestry Commission this will require 7500 sq miles. Wales is 8000 sq miles.\xf0\x9f\x98\xb3',106
2019-11-28 19:36:46,"b'RT @timhpcc: Labour will apparently plant 2 billion trees in the next 20 years. That works out at about 11,145 trees per hour. Based on the\xe2\x80\xa6'",914
2019-11-28 19:36:44,"b'RT @Istjenesten: The #Svalbard #seaice area from the ice chart for 27th Nov 2019 is 350,008 sq km. This is 10,283 sq km above the 1981-2010\xe2\x80\xa6'",512
2019-11-28 19:36:07,"b'@MikeDFitzgerald @BadParkingCork All of the tactile paving lining the road to the car park is cracked. Meh, I think\xe2\x80\xa6 https://t.co/rFCuYVZopZ'",780
2019-11-28 19:35:25,b'RT @STWuk: Assemble at 4PM in Trafalgar Sq on Tuesday (3rd Dec) for music and speeches before we march to Buckingham Palace saying loud and\xe2\x80\xa6',10122
2019-11-28 19:34:56,"b'@berniespofforth @hartfordwolf 80,000 sq miles to be exact, the UK is 93,000sq miles approx.  Take out farmland, ur\xe2\x80\xa6 https://t.co/ALQvZ5UvNS'",2011
2019-11-28 19:34:49,b'I tried to do the 84-159-60 combo this morning (before the weather) to mitigate the \xe2\x80\x9ctransfer wait risk\xe2\x80\x9d by going t\xe2\x80\xa6 https://t.co/2A0u2urVJD',1663
2019-11-28 19:34:39,"b'Rate this ten-bedroom mansion 1-10 \xf0\x9f\x98\x8d. Located off Bishops Avenue in Hampstead, London, this amazing home has been b\xe2\x80\xa6 https://t.co/EjhIgxcMEN'",58
2019-11-28 19:33:38,b'RT @Boss_mum32: Napoli rats have rolled up and marched down Matthew St and around Williamson sq with golf clubs picking people off. What wi\xe2\x80\xa6',551
2019-11-28 19:32:41,b'After FAR too much SQ... I got him. That bastard... https://t.co/xfNZdaaWN6',115
2019-11-28 19:32:35,b'@RussoHockey Thank you for sharing the update. Our hearts and best wishes go out to the Dubnyk family during these\xe2\x80\xa6 https://t.co/NNmDMCH88P',537
2019-11-28 19:31:55,"b'Engine 4 Ladder 24 a Central Station Alarm. 92 Mount Vernon Street, Boston. Nearest Box 1374 MT VERNON ST &amp; LOUISBURG SQ. 14:31'",1658
2019-11-28 19:31:32,"b'New Listing!  | 2620 sq. ft.  - Priced at $498,000 \n***FULLY OCCUPIED BY AMAZING TENANTS! GOI-9.6%***A WONDERFUL IN\xe2\x80\xa6 https://t.co/ErDdztaVAb'",880
2019-11-28 19:31:20,"b'Check out this listing! 3 bed  | 2.5 bath  | 1716 sq. ft.  - Priced at $180,000 \nCharming Custom home with MUST see\xe2\x80\xa6 https://t.co/NcUKDIDFO6'",1
2019-11-28 19:30:39,"b'lol only 10 sq? tbh im kinda getting bored of fgo, i may uninstall it after 5th lostbelt'",678
2019-11-28 19:30:22,"b'Economical #OfficeSpace #ToLet in the heart of #TheCity 212 Sq Ft for just \xc2\xa37,500 pa. Refurbished, self-contained.\xe2\x80\xa6 https://t.co/D35FIMICXh'",1152
2019-11-28 19:30:11,"b'PRICE REDUCED!!!\nFOR $689,000, this single story home with @ 2800 sq.ft of living space featuring 5 bedrooms!!!! 3\xe2\x80\xa6 https://t.co/e0mrHtyiDT'",73
2019-11-28 19:30:01,"b""@Nicole_Cliffe @annamerlan When I adopted Ollie, he'd been outdoor and semi-stray the first year and a half of his\xe2\x80\xa6 https://t.co/JtP3YfSjfH""",640
2019-11-28 19:29:34,"b'RT @WSJ_manga: Yes, more Oricon numbers. Here comes an extra edition featuring some more Weekly Shonen Jump series and their yearly sales i\xe2\x80\xa6'",675
2019-11-28 19:27:59,b'RT @elikasadeghi: Are we all ready for our annual acceptance that turkey is an inferior meat? Or are we waiting until tomorrow?',30
2019-11-28 19:27:49,"b'RT @WSJ_manga: Yes, more Oricon numbers. Here comes an extra edition featuring some more Weekly Shonen Jump series and their yearly sales i\xe2\x80\xa6'",191
2019-11-28 19:27:40,"b'@netoio @Runestar63 @ExNNNNN @FateGO_USA Same man I mean losing 34 sq for keeping the streak isnt worth it at all,\xe2\x80\xa6 https://t.co/xAawwnkSYV'",61
